R	P	FP	R_stdev	P_stdev	FP_stdev	ClassifierOutput
0.926457142857143	0.973949579831933	0.102701612903226	0.0117665732011563	0.012716593235663	0.050917287152204	6.860120677948
0.932850793650794	0.9725	0.109368279569892	0.0119878396435388	0.0129368122468944	0.052290786983382	6.31171205043793
0.935250793650794	0.96694214876033	0.132385752688172	0.0110029309638734	0.0116877153915148	0.0478481262839019	5.55154956579208
0.941644444444444	0.965573770491803	0.139052419354839	0.0119025674167816	0.0125920422096102	0.0519815120738361	4.70409820079803
0.946438095238095	0.96260162601626	0.152385752688172	0.0107833078362362	0.0116120787455921	0.0487010355036843	3.93812208175659
0.953631746031746	0.962096774193548	0.155719086021505	0.0106327522072758	0.0114334249022158	0.0484228740379881	2.67613800764084
0.958425396825397	0.9592	0.168844086021505	0.00935592988622969	0.0104000000000043	0.0446172508034344	1.89016251564026
0.963225396825397	0.956349206349206	0.181861559139785	0.00961299196466374	0.0101946290306884	0.0438360674360531	1.34494961779565
0.970419047619048	0.955905511811024	0.185194892473118	0.0113515020433173	0.0117847476748903	0.0508622472151077	-0.0786958634853363
0.974419047619048	0.95234375	0.201545698924731	0.0106162242669986	0.0107404117850511	0.0465089209445364	-0.881293720006943
0.980012698412698	0.950387596899225	0.211545698924731	0.0102811983031605	0.0105152402839067	0.0462955382303913	-1.86533796191216
0.983206349206349	0.946153846153846	0.231337365591398	0.00909242040620442	0.00973008510821937	0.0432392917038287	-3.29534077644348
0.985606349206349	0.941221374045802	0.254354838709677	0.00784357269700236	0.00839694656487065	0.037560949813089	-4.63073245882988
0.986406349206349	0.934848484848485	0.284038978494624	0.00880406008171913	0.0090909090908943	0.0407946520767746	-6.01883399784565
0.989606349206349	0.930827067669173	0.303931451612903	0.00720214127894072	0.00736688644445903	0.0345768480195147	-6.77560159265995
0.989606349206349	0.923880597014925	0.336948924731183	0.00720214127894072	0.00731190967995014	0.0348614796200892	-7.94906247854233
0.991206349206349	0.918518518518518	0.363299731182796	0.00664609069619608	0.00662538660003895	0.0318326344111444	-9.01948271989822
0.991206349206349	0.911764705882353	0.396317204301075	0.00664609069619608	0.00657667052206395	0.0321040341386847	-9.653178358078
0.993606349206349	0.907299270072993	0.419334677419355	0.00479792094050661	0.00467381331201276	0.023143351347626	-10.3133599281311
0.996	0.902898550724638	0.442459677419355	0.00399999999996869	0.00480670259471489	0.0240140029834201	-10.5110595703125
0.9976	0.897841726618705	0.468810483870968	0.00366606055599316	0.00431654676260792	0.0210214462931936	-11.1991413354874
0.9976	0.891428571428571	0.501827956989247	0.00366606055599316	0.00428571428571289	0.0212840764162131	-12.7640507221222
0.9984	0.885815602836879	0.531512096774194	0.00320000000001825	0.00381926582067509	0.018785121699746	-14.0474485397339
1	0.880985915492958	0.55807123655914	0	0.00211267605637787	0.0175202128470621	-14.8968557357788
1	0.874825174825175	0.591088709677419	0	0.00209790209781376	0.0180998089140826	-15.6648223876953
1	0.86875	0.624106182795699	0	0.00208333333329686	0.0186855042227169	-16.4191824913025
1	0.862758620689655	0.657123655913978	0	0.00206896551730903	0.01927674283167	-17.0827184677124
1	0.856849315068493	0.690141129032258	0	0.00205479452065053	0.0198730299941848	-17.4262679100037
1	0.851020408163265	0.723158602150538	0	0.00204081632643925	0.0204739246094091	-17.9865491867065
1	0.84527027027027	0.756176075268817	0	0.00202702702703182	0.0210790326505953	-18.3644460678101
1	0.839597315436242	0.789193548387097	0	0.00201342281872785	0.021688001449379	-18.8627445220947
1	0.834	0.822211021505376	0	0.00200000000005096	0.0223005147263907	-19.3475076675415
1	0.828476821192053	0.855228494623656	0	0.00198675496690607	0.0229162882698189	-19.8363626480103
1	0.823026315789474	0.888245967741936	0	0.0019736842104409	0.0235350661753963	-20.5813385009766
1	0.817647058823529	0.921263440860215	0	0.00196078431374281	0.0241566175716976	-21.4521419525146
1	0.812337662337662	0.954280913978495	0	0.00194805194801156	0.0247807337651882	-22.5139877319336
1	0.807096774193549	0.987298387096774	0	0.00193548387083467	0.0254072257475553	-24.1467134475708
1	0.80448717948718	0.968245967741936	0	0.0032051282051302	0.000504032258117578	-23.7632780075073
1	0.799363057324841	1	0	0.00318471337579757	0	-24.3417329788208
